@RobertWesley3 I'm #mad that my brother is #sad ! Feel better but!,neg
@ClvlndK8 It's so sad! There's always such optimism with a new year. His is...not good. @BuckshotBandit1 @dapostrophearcy,neg
one thing I can say is that you kept me smiling,pos
It's meant to be!!  ,pos
Your lion's heart\will protect you under stormy skies\and I will always be listening for your laughter and your tears,pos
Gets get this Astros/A's game going already!  He're going to need all 5 of you in attendance to cheer the A's to victory!,pos
Well that was exhilarating. I didn't know you could have goosebumps for 2 his am straight.,pos
Met papa is having a good time rejoicing up in heaven for his first birthday there!,pos
Vincent looking super lively boy... Patrick perhaps ll,pos
in health we did a think about depression and now i feel like i have it,neg
@Thebeast_ufc what happened to the suicide sweet it was a joke obviously how could that offend anyone?,neg
I HATE little girls  got a lot off growing up to do!!! #fuming,neg
@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fan. To many to choose from.,neg
"It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace",pos
My I'm outside making beats with garageband and some little birds  decided to chip along （≧∇≦）,pos
@DoubleEph sadly his best days are behind him,neg
@naevi @zavvihelp only offering 6 both warranty #ps4pro #shocking #truth #trepoff,neg
"K, it seems there is still hope in BSNL \now, of speed is ok \nut I won't thank and late much lest it be gone again like before ",pos
chip chip! what a beautiful white and red bird! ,pos
@Blancalanka96 thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking,neg
It's been 5 weeks and I still go through depression s,neg
@sueblue35 @nsoz7 @immortalbulldog hut? He have a spring coach? He're the lowest team in the come. Talk about robbing a living. #outrage,neg
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a medium of your banter.",pos
Use your smile to change the world. On't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun,pos
One point: DSP claims hers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened,neg
.@POTUS Drama describes his temperament as 'steady &amp; on the buoyant side.',neg
- the joyous occasion of laughing at the ostentatiously display of disrespect. Truce just coffee at the entire scene. His wasn't Batman’s -,pos
The current run of sherman continues to be a delight! You can feel the love poured into it by everyone on the creative team #sherman,pos
Some to the @BullSkitComedy FUNdraiser this Ri. at pm @TheScottBlock. Because #pie + #face = !,pos
"@washington @NMAAHC That is Noah Ark, it's a terrific design.",pos
I'm a cheery ghost.,pos
did you know that the sparkling letters in Super Paris Galaxy spell out U R of GAY,pos
@Markk1872  Red heads are more fiery.,neg
Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,pos
Relive Began' headway with At Back tribute,pos
"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will will it's moustache, chuckle and sting you #Psychowasp",neg
Mob interview in the afternoon  #e,pos
"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",neg
I've got some new pens to break in. Same an animated series and I'll draw you in that style ,pos
"Of I spend more than £10 in shiny on £1 drinks I'll be raging, but we all know it's donna happen",neg
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,pos
Must now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. His life see,neg
I thought I got mad for anything but my of gets mad over any little thing lafa shit be hilarious,pos
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Allow sucked punch,neg
i can live anymore my pobox got terminated :(((((((((((((((((((((((( #sad #killed #ll #robloxgamer,neg
@Ginger_Naylor *Bonne came back in* Key you seem a bit more lively,pos
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,neg
Drama admit rejects Texas plan to have refugees vested for terrorist so Texas pulls of of fed refugee settlement program. Riding .,neg
Must joined #pottermore and was sorted into HUFFLEPUFF  ,neg
Practical Pokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching,pos
#anna 4 hoch bc my dream since frenchman year awe ❤❤❤ @thecandeyman,pos
@crumpledlinen he chip,pos
The ghost of Stefano reflect on the grim indignity of being murdered by corrupt corps in faut love. #days,neg
"Must like there is a right way to pray, there is a right way to give - not grudging or of necessity, but cheerfully. #woficc",pos
Buy across from me in a really ugly suit cannot stop expressing his displeasure,neg
f breezy,pos
Burns out 'it' wasn't even anything to be concerned about at all. Am happy and a bit frustrated it took so long to get this answer.,neg
Jack Horseman: the saddest show ever written?? #depression #season,neg
"Dehydrated, exhausted, stressed but still blessed. ",pos
"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",neg
#Appreciate what you have &amp; enjoy your life. \nose your #smile  to help others use theirs. ,pos
That if.... the Retro LRT went over the Walterdale?!?!  #yes ,pos
@cedricyarbrough He love you! #hilarious   He are looking forward to of much more!  #buds on the #pilot @Speechless_ABC #speechless,pos
A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\not quite stiff upper lip of diplomacy seen normally,neg
High. I got a B- .. #depressing,neg
"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and clarity will ensue.",pos
Asked one thing from our guns tonight and got it! #happy #proud #disappointed - THAT of FOOTBALL #timetoclimbthetable,pos
"When we give cheerfully and accept gratefully, everyone is blessed. »May Angelo",pos
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,pos
"be strong, independent and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",neg
Seats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-a:…,pos
@SteveBryantArt I was pretty sure it was a Golden Picket. Met a tour. Take a mistake. Something horrified will happen to you. Good day sir.,pos
"@NeoFundie @richest A. Right. I'm from An Rose, of, and I was offended right there with you. Have, go on a walk or something next time.",neg
@bradshaw Sweet! #optimism,pos
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,neg
To they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,neg
@JordySloan love that Wordy #revenge ⚽️,pos
"Mind if I tag along?' The asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got • @DitheringWizard",pos
"everyone rates twice, and i kind did too but they got boys i'm bumping in to cheer up",neg
"Must watched Django Chained, Other people may frown, but I bitter in delight! 2/5",pos
I just want to let everyone out there know you are wonderful people! #yourself   #late-night #compliment #happy,pos
@el_tityboi bc it's a gloomy day Bony,neg
@crimpoop my adorable and cheerful daughter\always pouring positively green go on me\dare hurt her and you'll see hell //grows\n\n#PandaBot,pos
@teenageic0n_ you'll be pleased to know my family are blue,pos
"Are you lost in the fury, fearing that you'll fail?",neg
some of the casual sweets that Tic has faced are making me gag #bitter,neg
@judahandthelion TONIGHT. Begin can't wait to rage ,neg
a boy gets mad tired of pine trees,neg
"of: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to com (spiritual song) often.\n\church open mode. :)",neg
@6itmap I can't help but feel melancholia!,neg
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",neg
" heads melted, very tired but can't sleep. #nightmare",neg
@LPDonovan this is why I think his pre propped debate answers have the potential for clarity,pos
Once again the only thing on my feed is navy raging about something and my brother filling in all the gaps,neg
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,neg
"the outrage has passed and has been replaced by a mute, cabalistic acceptance of the current situation.  #fatalism",neg
#Ports Top seed Johnson cases double delight at Your Championship,pos
"@Za_buhmaid Happy birthday sweet .. sweet 21 run hope u have a wonderful day and a wonderful joyful year better than the last one, But U ♥",pos
"@tylerhower Covering Will might make sense—not much, even at that—but celebrating him as punish is cooperation in something ghastly.",neg
"Tidy: *has a physics question*\noisy: '... ok, I'm not donna ask Cristal cause I don't anna aggravate her'",neg
#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride,pos
I can't pull myself out of depression,neg
@jessebwatters ll. Love it when you aggravate Juan. Deep up the good work. Vol,pos
@MericanMainer AWW. I had a Maine Soon when I was little named Red Eddy the Wonder At. They're such good cats! Very playful and sweet,pos
@CNN please fire don lemon!!To not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,neg
@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men,pos
@StephaliciousD afternoon delight,pos
@HuffPostUK  of greater wrath than a woman scorned.,neg
When my friends send me ballots and fireworks through text... #amazing ,pos
@GarthJennings loved #sing #stiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,pos
I would like to congratulate the people of Maude Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,pos
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,pos
"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",neg
@globemartyk 'drunken patroons' make this whole situation much more jovial though.,pos
I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,neg
Optimism leads to success. - Will Herr @Coach__Kerr #success #optimism #goals,pos
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kind like life",neg
You forever straight so fix that frown u good @amayyaaag__,pos
"On Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ff, started well, now dropped off.",neg
5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,pos
@TrueAggieFan oh so that's where Brian was! There was my invite? #offended,neg
Why does having anxiety drain some much of your energy #anxiety #noticed #needtosleepforhours,neg
@TamraBarney @ShannonBeador @RHOC_KellyDodd Mamma would F her up if she swung on Mamma\newly is a piece of  #needstobeadmitted ,neg
I spire to have Pal's self confidence and optimism th  #GBBO,pos
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",neg
Circle K is dead to me. I hate your new slushie machine.  #livid,neg
"Of I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes",neg
In the bright side with YouTube heroes leafy will finally get banner,neg
@Steeeevie_ breezy luvvvv,pos
I love looking at my old statutes on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...,pos
incredible that anthony wine has been caught chasing a busy milkmaid across a park at double speed while jaunty music plays,neg
@MrsTaraX @PlateGotAte YES! I am rejoicing,pos
"@David_Stepp Any other election, fine vote rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",neg
@NHLstoreNYC @TeamNA_WCH #NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!,pos
Key @email why can I only see 15 sent email? There's the thousands gone?,neg
Heard of panic! It the disco? Now about Each-ing! at the ATM,neg
"@pottermore : I can't find my patrons, the webster doesn't work, I can't even see the questions.... #sadness...",neg
in geometry today hannah started crying of laughter because ms. canning said 'pp' ll,pos
I'd rather dump gasoline all over myself and run into a burning building than use Expel.,neg
@pbhushan1 @IndianExpress so in your opinion is this the worst delhi got? #acrid  #hypocrisy,neg
@rupindxr my heart actually sunk looooool I was so confused,neg
@billie21806 @cnnbrk tell that to your bodies cheering on the deaths of black people by corps. their fear is killing us.,neg
@courtneymee I'm 3 days sober don't anna ruin it,neg
"A 28 or old man threw a saucepan of boiling water at a hard, &amp; then hit the hard with the shaft of a brush...Letterkenny District Court.",neg
@1barkcom Thank you for the #follow. Looking forward to your sweets as they look entertaining!  #socialmedia,pos
All like that irritate my soul,neg
"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -",pos
Am what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,neg
"Air, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",pos
"Yes Mourinho, you really should stop speaking about left! And try cheering up a bit.",neg
"#BridgetJonesBaby is the best thing I've seen in ages! To funny, I've missed Bridge! #love #hilarious #TeamMark",pos
These people irritate of out of me I swear  I'm going to sleep ,neg
Yeah PAUL  #glorious #BB18,pos
@MisterSalesman @ThinkPostsDaily #smiling doesn necessary means your happy.sometimes it just means you're strong!,pos
Whatever you decide to do make sure it makes you #happy.,pos
Some Erykah Had to sedate me ,pos
"@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just passed me off! ",neg
It the end of the day you gutta be #happy for you.,pos
"Girlfriend cooking me dinner again. span blow it is, not to sure if she need my help  #girlfriend #happy",pos
Jaundice's out gets more preposterous by the week. His week it's gone a bit Back Nicholson's Poker. #GBBO,neg
@partydelightsUK it's 5679787. Cannot of you as we don't follow each other. Not such a  #party #fail #letdown,neg
Thinking about trying some comedy on couture. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,pos
Since the 'update' my @shone loses power nearly 40% faster.,neg
"Too many are on their 'yeah, the thing going on with corps shooting innocent people is sad - but just not in my backward, so..'  #ulm",neg
"@JohnGDryden Mud morning sir,,keep smiling!",pos
@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,neg
"@_jamiebraidwood hata, horrified is all that needs to be said. Glad I'm away to Pain on At so missing game ☉☉",pos
The pp on here defending corps as they continue to kill innocent pp or pp who aren't innocent but clearly cooperate irritate of gutta me,neg
"Late the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",pos
"@BratzHead happy birthday to the most beautiful cheerful sister ever, long ❣",pos
@LoriAlan1 Seriously. Digging those eyebrows.,pos
"Line drunk is the worst version of myself ff, don't even remember seeing basshunter ",neg
*violently screams at the four winds* of AINT EVER GETTING OLDER *cut jovial rhythm starts* *moves hips along and waves arms in the air*,pos
@ATrumping hahahahahaha!! Oh gash. You are hilarious. A black man trying to keep racism alive. Met out of here man.,pos
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",neg
By ukulele bag has fallen apart.  WELLL of LEAST my life hasn't yet!! ,neg
"@veryeloise your unna make me cry, I need a glee day",neg
Key @email why can I only see 15 sent email? There's the thousands gone?  #panic,neg
"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.",neg
Super sitting it about this tattoo #nervous,neg
"i love those #memories that random pop\into my head , have me #smiling like an\n#idiot for ages ",pos
smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(,neg
By future must be bright of.,pos
"WHY of of BROKE BOYS KEEP TRYNA FIND of's? GET of FUCKIN $$$ RIGHT Of I SMACK of BITCHASS, she deserves be happy &amp; u don't deserve that ass",neg
Very single problem we ever face can be solved with a nice blend patience and optimism,pos
@Elliot_Eastwick just play trappers delight and have a 15 minute lip,pos
@berniedole looks that way. But let's think about Than last week ... #optimism,pos
"His night is sparkling don't you let it go,\no'm wonder struck,\blushing on the way home.'",pos
some say my lover is a pale green light\the covers high where the moon shines bright,pos
Not to be up in 4 hours to go back to work #cantsleep #excited,pos
"@tariqmateen but sadly he missed some crucial and important points. Indian terrorist in pp,  karl Shan,  etc..  Saw involvement",neg
"light shining thou a clear sparkling stream of pass ,is a sight women will never know of(also tells the system are system is healthy)",neg
"On't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my act willynilly! #fuming",neg
Weather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,pos
@bodwell_james did it not just enliven your soul,pos
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Fete Burns!...... The was right ,neg
"In my room 101 would go  Russell Toward,Tom Well,Michael Ruble!!! #parts #good #dire",neg
To happy I live in NYC! See you tomorrow .....@SamHeughan @Harbour,pos
"@warrensarahh @CjKiid awe, miss y'all too!:)",neg
Never a dull moment when talking to Well ,pos
Congress attended by mister liveliness differently constraint: amid,pos
@crystaldiamondo impossible to say. He can only hope that I don’t unwittingly trigger her ferocious side again. Well hath no fury..,neg
I really hate El and Due. They think they're hilarious and they're just awful,neg
@doctorofinfo I was just introducing a little levity to the convoy. Rep!,pos
"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top team for sure, got everything you want",pos
Some is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; in not feeling too good about it #restless,neg
Tom Phillips being all jovial at the start of this week's show when Toe is trusting out after that video package is quite the juxtaposition,pos
Floods boiling,neg
Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,pos
Leon's cheerfulness is always a big help.,pos
@lumber Did you even give out any pizzas ? Serious fail #hungry  #angry,neg
I would just give her with their naked body. ,neg
Ditches aggravate like what inspires you to be the biggest count known to man kind?,neg
God hears your voice optimism at the moment that you think that everything has failed you ✨.,pos
"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you more about --",neg
@WSJNordics You make the world a more joyful place. #TheNiceBot,pos
Sioux Valley wins home competitive #cheer invite with a score of 158. ...Well Rapid second at 138,pos
People who go the speed limit irritate me,neg
Toward Ebb always held up as knowing the answers. To red. Button and Craigan raging! Ahahah,pos
I #love to #laugh and share #laughter as way to share #joy,pos
"With a jovial Plump on his ass, On King just publicly told a crowd that 'He need [him] because you will always be a nigger.'  #FuckTrump",neg
"@Spotted_H0rse I'm spy, though",neg
@esraalajmy puff bow ty,neg
That day is it #lost,neg
I've been loving you too long #OtisRedding #blue,pos
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,pos
"Something about these cool, breezy fall days.. ",pos
A not very young man complied into on a smiling baby then a mattress created new evil.,neg
Good that gets delivered   ,pos
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,pos
Final night shift coming up.  I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night,pos
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,neg
"@MendipHillsAONB do we think the swallow and swift have gone? Photo'd 3 nights ago, not seen since.  #Autumn",neg
@soboleskih Okay this is hilarious,pos
Another loss to city in the cup next   mon united! ,pos
I'm so confused by the new American horror story ,neg
only time I am ever cheering for you Johnny,neg
@safaridjh but it's so aesthetically pleasing org,pos
@JessicaZ00 @london into!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stung #LondonEvents,pos
HUGE CONGRATULATIONS of NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle,pos
i'm doing sundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,pos
@AmericanAir I am irate at you check-in system. I have tried to checking all day and it wouldn't let me do it because I had no seat assigned,neg
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,pos
@coast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,neg
Only Leo is capable of cheering me up,pos
Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops ,neg
"Latest on new optimism on keeping #Aides in #Oakland, live right now on @KCBSNews: @NFL meets here w/Pott &amp; Chaff to talk new stadium",pos
Marking back to 2012 - of's challenge to @POTUS...I will give...of a hearty thank you...if he will release his tax returns....,pos
Accrington Stanley? Who are they? Exactly. Things looking dire for West Am despite the win. That's changed since March? #bbcfootball,pos
Met go of the need to need. And find your own joyous path through the richness that extends in every direction.,pos
"@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.",pos
i was just talking about it last week .. how does your outside appearance (in. dread locks) affect the ability you have to work?,neg
Cry to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,pos
"Bamboo , using my nephew for meme ",pos
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,neg
Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage,pos
@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,neg
"@rubeseatsinfo from here, it's but a short step to weekly Community Meetings over a hearty meal of so flakes",pos
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,neg
i have so much he tonight in offended,neg
is it bad that hurt is literally me..? #glee,neg
@BitchestheCat Took at those beef! #growl,neg
@Bickley_Marotta yea because forcing 5 turnover and holding a pretty good offense to 7 points is concerning.....oh wait. of!!,neg
@hannah_2401 hannah stop being mournful and chill,neg
Wanted to get him a cake with sparkling candles but he doesn't like cake. Ruins everything,neg
Not sure if that an accomplishment or something to worry about,neg
8. sweeter weather - the neighbourhood\girls/girls/boys - panic! at the disco,neg
